EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,EducationField,Education,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,TotalWorkingYears,DistanceFromHome,Attrition,AgeBand
1096,60,Research & Development,Research Scientist,Male,Married,Medical,4,Travel_Rarely,1,0,3,0,7028,24,1,2,2,2,1,4,No,3,2,13,9,No,55+
1097,39,Sales,Sales Representative,Female,Single,Marketing,5,Travel_Rarely,0,0,5,0,4588,16,3,1,3,4,4,3,No,2,0,14,2,No,36-45
1098,43,Sales,Manager,Female,Single,Human Resources,1,Travel_Rarely,1,0,0,0,10565,14,0,4,4,1,3,3,No,6,5,12,21,Yes,36-45
1099,45,Sales,Sales Representative,Female,Divorced,Marketing,2,Travel_Rarely,21,14,5,5,3529,12,2,1,1,2,4,3,No,2,7,33,19,No,36-45
1100,38,Sales,Sales Representative,Female,Divorced,Medical,4,Travel_Rarely,4,2,0,2,4100,25,3,2,3,3,4,3,No,4,2,18,26,No,36-45
1101,24,Sales,Sales Representative,Male,Married,Life Sciences,5,Travel_Rarely,3,2,13,0,4027,17,0,3,4,2,1,3,No,4,0,4,12,No,18-25
1102,34,Research & Development,Research Director,Female,Divorced,Life Sciences,3,Travel_Rarely,24,21,13,6,11057,20,3,3,2,1,1,3,No,2,2,29,9,No,26-35
1103,37,Sales,Manager,Male,Married,Life Sciences,4,Travel_Rarely,4,3,0,2,10544,13,0,1,3,4,3,3,No,4,4,16,9,No,36-45
1104,58,Research & Development,Research Scientist,Female,Single,Medical,1,Travel_Rarely,6,5,7,5,7195,21,2,4,2,2,4,3,Yes,4,7,17,23,No,55+
1105,37,Sales,Manager,Female,Married,Medical,1,Travel_Frequently,2,1,1,1,8118,23,2,4,4,2,2,3,No,3,8,10,10,Yes,36-45
1106,39,Sales,Sales Executive,Female,Married,Medical,4,Non-Travel,2,1,9,0,5101,22,2,4,4,2,4,3,Yes,0,8,8,5,Yes,36-45
1107,45,Research & Development,Research Scientist,Male,Divorced,Marketing,4,Travel_Rarely,5,3,12,4,6333,13,2,2,1,4,2,3,Yes,5,3,8,9,No,36-45
1108,57,Research & Development,Healthcare Representative,Female,Single,Medical,5,Travel_Rarely,0,0,13,0,5043,13,0,3,1,4,3,3,No,1,7,14,23,No,55+
1109,24,Sales,Sales Representative,Male,Married,Life Sciences,4,Non-Travel,1,0,5,0,4854,14,3,3,3,2,1,3,No,2,4,12,18,Yes,18-25
1110,18,Research & Development,Laboratory Technician,Male,Single,Life Sciences,3,Travel_Rarely,1,0,13,0,3065,12,2,1,1,2,3,3,No,1,2,12,10,No,18-25
1111,49,Research & Development,Healthcare Representative,Female,Single,Technical Degree,5,Travel_Rarely,0,0,5,0,5625,23,2,3,2,1,1,4,No,2,4,14,17,Yes,46-55
1112,30,Research & Development,Healthcare Representative,Male,Single,Marketing,2,Travel_Rarely,4,2,5,2,6897,23,2,4,2,4,1,4,No,2,1,16,26,No,26-35
1113,47,Research & Development,Manager,Female,Divorced,Human Resources,3,Travel_Rarely,4,3,7,3,7632,15,1,2,1,2,4,3,No,0,5,5,10,No,46-55
1114,40,Human Resources,Human Resources,Male,Divorced,Life Sciences,5,Travel_Rarely,2,1,3,1,5169,13,2,4,1,4,4,3,No,6,0,5,14,No,36-45
1115,36,Research & Development,Research Director,Male,Divorced,Other,5,Travel_Rarely,1,0,2,0,10854,20,2,4,1,4,1,4,No,6,5,14,4,No,36-45
1116,49,Research & Development,Healthcare Representative,Female,Married,Life Sciences,1,Non-Travel,6,2,5,4,4259,15,0,3,3,4,2,3,No,2,4,10,10,No,46-55
1117,47,Research & Development,Manufacturing Director,Male,Single,Life Sciences,5,Travel_Rarely,0,0,3,0,10733,22,1,2,3,1,2,3,No,2,8,1,24,Yes,46-55
1118,46,Sales,Sales Representative,Male,Single,Other,3,Non-Travel,4,2,1,2,2882,23,0,2,2,3,4,3,Yes,0,6,4,22,No,46-55
1119,46,Research & Development,Healthcare Representative,Female,Single,Life Sciences,4,Travel_Rarely,8,7,5,6,5767,17,3,4,3,4,3,3,Yes,4,5,11,18,Yes,46-55
1120,47,Sales,Manager,Male,Married,Medical,3,Travel_Frequently,1,0,9,0,7464,19,1,1,3,4,2,3,No,6,6,11,5,Yes,46-55
1121,33,Research & Development,Manufacturing Director,Female,Married,Life Sciences,2,Travel_Rarely,8,4,4,3,6741,12,0,3,4,2,1,3,No,5,9,20,9,No,26-35
1122,57,Research & Development,Manufacturing Director,Male,Married,Medical,5,Travel_Frequently,8,4,10,6,10658,19,0,1,2,4,4,3,No,1,4,13,6,No,55+
1123,36,Research & Development,Manager,Female,Single,Human Resources,5,Travel_Rarely,0,0,8,0,11335,20,3,4,2,3,4,3,Yes,2,0,0,16,No,36-45
1124,35,Sales,Sales Representative,Female,Single,Life Sciences,5,Travel_Frequently,0,0,10,0,3213,16,3,3,1,4,1,3,No,0,8,0,22,Yes,26-35
1125,18,Sales,Manager,Female,Single,Medical,5,Travel_Rarely,21,7,5,7,10550,22,2,1,4,1,3,3,No,2,4,29,23,Yes,18-25
1126,31,Research & Development,Manager,Male,Married,Life Sciences,1,Travel_Rarely,1,0,13,0,11491,16,2,1,1,2,1,3,No,6,3,5,16,No,26-35
1127,19,Research & Development,Research Director,Female,Divorced,Medical,1,Travel_Rarely,10,9,2,5,12670,21,1,1,3,3,3,3,No,0,5,11,29,No,18-25
1128,45,Research & Development,Manufacturing Director,Female,Married,Life Sciences,4,Non-Travel,4,1,10,2,8647,13,1,3,2,1,4,3,Yes,1,4,14,11,No,36-45
1129,47,Sales,Manager,Female,Divorced,Life Sciences,5,Travel_Rarely,1,0,4,0,12046,24,3,1,3,3,3,3,No,3,0,14,21,No,46-55
1130,55,Research & Development,Laboratory Technician,Male,Married,Life Sciences,2,Travel_Rarely,0,0,14,0,3535,20,1,2,3,2,1,3,Yes,6,1,1,15,Yes,46-55
1131,21,Sales,Manager,Female,Married,Life Sciences,4,Travel_Rarely,4,2,9,1,10916,23,2,4,4,4,4,3,No,4,3,7,19,No,18-25
1132,18,Human Resources,Human Resources,Female,Single,Human Resources,5,Travel_Rarely,3,1,7,0,5549,19,3,3,4,2,2,3,Yes,3,7,13,3,No,18-25
1133,25,Sales,Manager,Male,Divorced,Life Sciences,1,Travel_Rarely,7,3,8,2,8474,14,0,2,2,2,4,3,No,0,4,8,16,No,18-25
1134,46,Research & Development,Manager,Male,Divorced,Life Sciences,2,Travel_Frequently,14,9,7,11,8110,15,3,1,2,4,1,3,No,2,6,17,21,No,46-55
1135,56,Sales,Manager,Female,Single,Medical,4,Non-Travel,9,4,14,6,9046,13,1,4,4,1,1,3,No,4,1,23,20,Yes,55+
1136,20,Human Resources,Manager,Male,Married,Life Sciences,2,Travel_Frequently,1,0,2,0,8087,15,2,1,4,3,4,3,No,6,7,11,5,No,18-25
1137,49,Research & Development,Manager,Female,Married,Marketing,5,Travel_Frequently,12,5,8,5,8734,18,2,2,4,1,4,3,Yes,1,4,24,9,Yes,46-55
1138,27,Sales,Sales Executive,Female,Married,Other,3,Non-Travel,10,7,2,8,6228,18,0,1,4,4,4,3,No,6,3,15,5,Yes,26-35
1139,27,Research & Development,Research Scientist,Female,Divorced,Medical,2,Travel_Rarely,15,13,7,11,5975,24,0,3,2,3,3,3,No,5,8,21,4,No,26-35
1140,36,Sales,Manager,Male,Married,Technical Degree,2,Travel_Rarely,3,1,9,2,9225,18,3,2,2,4,2,3,No,4,5,8,13,No,36-45
1141,51,Sales,Sales Representative,Male,Married,Medical,1,Travel_Rarely,8,3,8,7,3574,16,2,3,3,1,3,3,No,2,3,11,20,Yes,46-55
1142,50,Human Resources,Human Resources,Female,Single,Life Sciences,5,Travel_Rarely,5,4,6,2,3666,25,0,4,3,2,1,3,No,3,7,14,17,No,46-55
1143,40,Research & Development,Research Scientist,Male,Single,Marketing,2,Travel_Rarely,2,1,3,1,5876,25,0,3,3,3,4,3,No,0,2,4,26,No,36-45
1144,45,Research & Development,Research Director,Female,Single,Medical,5,Travel_Rarely,31,11,9,25,11160,11,3,3,2,4,3,3,No,3,9,34,20,No,36-45
1145,49,Research & Development,Research Scientist,Male,Single,Medical,1,Non-Travel,0,0,14,0,4859,21,3,1,1,3,3,3,No,6,1,11,12,Yes,46-55
1146,24,Research & Development,Laboratory Technician,Male,Married,Human Resources,5,Travel_Rarely,1,0,8,0,4427,20,2,1,3,3,1,3,No,4,6,5,20,Yes,18-25
1147,46,Sales,Sales Representative,Male,Married,Medical,1,Non-Travel,13,5,2,3,3730,22,1,2,1,1,3,3,No,5,3,16,25,No,46-55
1148,25,Sales,Sales Executive,Male,Single,Human Resources,1,Travel_Rarely,0,0,14,0,6843,16,1,4,1,2,1,3,Yes,2,3,2,27,Yes,18-25
1149,18,Research & Development,Healthcare Representative,Female,Divorced,Marketing,4,Travel_Rarely,13,10,2,7,4580,22,2,2,1,3,3,3,No,0,9,13,20,No,18-25
1150,20,Human Resources,Manager,Male,Single,Medical,5,Travel_Rarely,7,5,1,2,11342,21,1,4,4,1,2,4,No,2,8,9,7,No,18-25
1151,41,Sales,Manager,Male,Single,Medical,3,Travel_Frequently,0,0,9,0,10535,20,2,4,2,3,1,3,Yes,2,1,10,1,Yes,36-45
1152,40,Sales,Sales Representative,Male,Single,Life Sciences,4,Travel_Rarely,3,1,14,1,4522,17,2,3,2,2,2,3,Yes,5,0,7,16,No,36-45
1153,25,Research & Development,Research Director,Male,Married,Other,1,Travel_Rarely,8,7,2,3,11023,24,0,1,3,3,3,3,No,4,6,20,7,No,18-25
1154,54,Human Resources,Human Resources,Male,Single,Medical,3,Travel_Rarely,5,1,0,3,5510,19,1,4,3,2,2,4,Yes,3,7,18,2,No,46-55
1155,20,Sales,Manager,Female,Married,Life Sciences,2,Travel_Frequently,16,9,14,8,10585,22,2,1,2,1,2,4,Yes,2,2,30,12,Yes,18-25
1156,50,Research & Development,Healthcare Representative,Male,Married,Life Sciences,2,Travel_Rarely,12,5,3,3,6607,18,1,4,4,1,2,3,No,6,1,17,11,Yes,46-55
1157,45,Research & Development,Manufacturing Director,Male,Divorced,Medical,4,Non-Travel,2,1,7,0,10612,21,1,1,2,2,3,3,No,6,3,13,8,No,36-45
1158,25,Sales,Sales Executive,Male,Single,Life Sciences,3,Travel_Frequently,0,0,4,0,6143,22,3,2,1,2,1,3,Yes,2,1,13,1,Yes,18-25
1159,51,Sales,Manager,Female,Single,Life Sciences,5,Travel_Rarely,17,8,1,5,10030,18,1,1,2,1,3,3,No,2,1,29,26,Yes,46-55
1160,52,Research & Development,Research Director,Male,Single,Medical,3,Non-Travel,4,3,2,0,9155,25,2,3,4,2,3,3,No,0,4,7,3,No,46-55
1161,49,Human Resources,Human Resources,Male,Married,Life Sciences,4,Travel_Rarely,0,0,0,0,5250,17,0,4,2,2,3,3,No,2,9,0,8,No,46-55
1162,41,Sales,Manager,Female,Single,Medical,5,Travel_Rarely,10,4,1,4,9795,12,1,3,2,4,1,3,No,6,4,19,26,No,36-45
1163,31,Research & Development,Research Director,Male,Divorced,Life Sciences,5,Travel_Rarely,12,9,0,6,11138,11,2,4,2,3,4,3,No,2,7,24,8,No,26-35
1164,49,Research & Development,Manager,Male,Married,Life Sciences,2,Travel_Rarely,6,2,1,5,7627,25,3,3,1,1,3,3,Yes,4,8,12,11,No,46-55
1165,60,Research & Development,Healthcare Representative,Male,Married,Marketing,3,Travel_Rarely,3,1,2,1,5711,12,1,4,3,1,3,3,No,6,1,15,29,Yes,55+
1166,33,Research & Development,Laboratory Technician,Female,Married,Medical,5,Travel_Rarely,6,4,0,4,3900,25,0,1,4,4,1,3,Yes,2,0,14,21,Yes,26-35
1167,21,Research & Development,Research Scientist,Male,Single,Life Sciences,4,Travel_Rarely,7,3,10,3,6327,16,1,4,1,2,4,3,Yes,5,2,21,5,No,18-25
1168,54,Research & Development,Manufacturing Director,Female,Single,Life Sciences,2,Non-Travel,13,7,8,9,8553,23,2,3,2,2,4,3,No,5,5,25,8,No,46-55
1169,38,Research & Development,Healthcare Representative,Female,Single,Medical,5,Travel_Rarely,18,14,9,11,4857,12,1,3,2,2,4,3,Yes,6,4,23,26,No,36-45
1170,31,Research & Development,Laboratory Technician,Male,Married,Life Sciences,3,Travel_Rarely,4,3,4,2,3154,20,1,4,3,1,4,3,No,2,7,17,21,Yes,26-35
1171,48,Research & Development,Research Director,Male,Single,Life Sciences,2,Travel_Rarely,9,6,7,3,11593,14,3,4,3,4,1,3,No,5,7,14,9,Yes,46-55
1172,35,Research & Development,Laboratory Technician,Male,Single,Life Sciences,3,Travel_Rarely,20,6,4,8,2990,25,1,2,3,3,1,3,No,4,1,28,17,No,26-35
1173,24,Sales,Sales Executive,Female,Divorced,Technical Degree,3,Travel_Rarely,0,0,7,0,5865,20,0,2,1,4,4,4,Yes,0,8,3,5,Yes,18-25
1174,27,Research & Development,Healthcare Representative,Male,Single,Marketing,3,Non-Travel,0,0,6,0,5999,13,1,1,4,1,2,4,No,5,3,4,19,No,26-35
1175,24,Research & Development,Manager,Male,Divorced,Marketing,2,Travel_Rarely,12,6,11,9,12440,16,3,1,3,3,1,3,No,6,0,16,19,Yes,18-25
1176,50,Sales,Sales Representative,Male,Divorced,Marketing,5,Non-Travel,1,0,3,0,2927,22,2,1,2,2,2,3,No,5,1,14,2,No,46-55
1177,40,Research & Development,Laboratory Technician,Female,Single,Medical,1,Non-Travel,0,0,14,0,2767,22,1,1,4,4,2,3,No,3,5,11,19,Yes,36-45
1178,38,Research & Development,Research Director,Male,Single,Medical,5,Non-Travel,1,0,6,0,10484,23,1,1,2,4,4,4,Yes,4,4,5,23,Yes,36-45
1179,36,Sales,Sales Representative,Female,Single,Medical,2,Travel_Rarely,2,0,5,1,3906,24,3,4,2,1,4,3,Yes,5,6,9,15,Yes,36-45
1180,36,Research & Development,Healthcare Representative,Male,Married,Life Sciences,1,Travel_Rarely,1,0,2,0,4284,18,3,2,4,4,3,3,No,0,8,11,8,No,36-45
1181,53,Sales,Sales Executive,Male,Married,Medical,1,Travel_Rarely,2,1,8,1,6477,21,3,4,1,3,2,3,Yes,3,5,2,28,No,46-55
1182,46,Sales,Manager,Male,Divorced,Marketing,1,Travel_Frequently,22,21,11,7,9871,16,1,2,4,4,3,3,No,6,5,31,24,No,46-55
1183,35,Research & Development,Manager,Male,Divorced,Medical,4,Travel_Rarely,7,4,9,4,9071,12,0,2,3,1,4,3,No,6,1,17,27,No,26-35
1184,19,Sales,Manager,Male,Married,Life Sciences,2,Travel_Rarely,7,6,14,5,8921,15,3,3,4,4,2,3,No,2,6,21,8,No,18-25
1185,18,Research & Development,Research Scientist,Male,Single,Life Sciences,4,Travel_Frequently,0,0,12,0,7242,21,2,3,3,3,1,3,No,4,1,9,1,No,18-25
1186,22,Research & Development,Healthcare Representative,Female,Single,Medical,1,Travel_Rarely,7,6,8,1,4773,23,1,2,3,3,3,3,No,5,6,17,14,Yes,18-25
1187,37,Research & Development,Manufacturing Director,Female,Divorced,Marketing,4,Travel_Rarely,8,2,13,3,7170,16,2,4,4,1,4,4,No,2,7,10,11,No,36-45
1188,28,Research & Development,Laboratory Technician,Female,Single,Technical Degree,4,Non-Travel,6,5,4,3,2969,19,2,2,4,2,2,4,No,4,0,20,7,Yes,26-35
1189,59,Sales,Sales Representative,Male,Single,Life Sciences,2,Travel_Rarely,1,0,7,0,4112,16,0,1,3,1,4,3,No,6,8,8,18,Yes,55+
1190,19,Research & Development,Manager,Male,Married,Marketing,3,Travel_Rarely,3,0,6,2,11579,20,2,4,2,2,3,3,No,3,7,17,27,No,18-25
1191,20,Sales,Sales Representative,Male,Married,Medical,4,Travel_Rarely,11,6,8,6,3495,15,3,4,4,3,4,3,No,5,8,21,15,No,18-25
1192,40,Research & Development,Research Director,Female,Divorced,Human Resources,4,Travel_Rarely,6,2,6,2,8588,11,3,2,1,4,4,4,No,6,4,14,10,No,36-45
1193,29,Human Resources,Human Resources,Female,Married,Medical,1,Travel_Rarely,7,3,3,5,3702,20,1,1,3,4,1,3,No,0,3,8,4,No,26-35
1194,37,Sales,Manager,Male,Single,Medical,1,Travel_Rarely,5,2,3,2,10543,15,0,2,2,3,4,3,Yes,4,0,16,21,No,36-45
1195,22,Research & Development,Research Scientist,Male,Divorced,Medical,1,Travel_Frequently,3,1,10,2,5211,15,0,1,4,1,2,3,Yes,6,8,6,28,Yes,18-25
1196,54,Research & Development,Laboratory Technician,Male,Single,Marketing,5,Non-Travel,8,6,7,6,4244,16,2,4,4,4,2,3,Yes,6,3,21,1,No,46-55
1197,55,Research & Development,Laboratory Technician,Male,Married,Other,4,Travel_Rarely,0,0,5,0,2759,17,0,2,2,1,1,3,Yes,0,3,7,14,Yes,46-55
1198,47,Research & Development,Laboratory Technician,Male,Married,Life Sciences,1,Travel_Rarely,6,4,8,1,2622,23,2,1,1,4,2,3,No,2,3,10,20,No,46-55
1199,26,Sales,Manager,Female,Single,Life Sciences,2,Travel_Rarely,35,34,13,29,7677,23,2,3,3,2,4,3,Yes,6,1,35,20,Yes,26-35
1200,51,Research & Development,Laboratory Technician,Female,Married,Human Resources,5,Travel_Rarely,9,5,9,6,4183,14,0,4,4,4,4,3,No,2,3,14,25,No,46-55
1201,52,Sales,Manager,Male,Single,Medical,3,Travel_Rarely,2,1,13,0,10716,17,1,4,1,2,2,3,No,3,1,15,9,Yes,46-55
1202,39,Research & Development,Laboratory Technician,Male,Married,Medical,4,Travel_Rarely,1,0,6,0,4398,15,2,3,3,4,3,3,Yes,3,7,9,13,No,36-45
1203,41,Human Resources,Manager,Female,Married,Medical,4,Travel_Rarely,6,2,6,2,9016,16,3,1,1,4,4,4,Yes,1,6,14,29,No,36-45
1204,34,Research & Development,Research Scientist,Male,Married,Life Sciences,2,Non-Travel,13,7,3,11,5101,14,3,4,3,4,2,4,No,1,9,23,27,Yes,26-35
1205,27,Research & Development,Manager,Male,Divorced,Marketing,3,Non-Travel,5,4,2,3,10234,22,0,1,3,4,4,3,No,3,1,5,26,No,26-35
1206,47,Sales,Sales Representative,Male,Single,Marketing,3,Travel_Frequently,4,3,7,3,3929,18,0,3,1,4,4,4,No,5,1,7,17,Yes,46-55
1207,40,Research & Development,Research Scientist,Male,Married,Life Sciences,5,Travel_Frequently,1,0,6,0,6350,19,2,2,3,1,1,3,No,2,1,1,24,Yes,36-45
1208,49,Research & Development,Manufacturing Director,Male,Married,Life Sciences,4,Travel_Rarely,7,2,3,3,8068,12,2,4,4,2,2,3,No,0,0,13,20,No,46-55
1209,34,Sales,Sales Representative,Female,Single,Technical Degree,1,Travel_Rarely,7,6,12,2,2812,22,3,4,4,2,4,3,No,6,5,9,4,No,26-35
1210,34,Research & Development,Manufacturing Director,Male,Divorced,Life Sciences,2,Travel_Rarely,20,8,3,6,6568,21,2,1,1,4,3,3,Yes,6,5,21,5,Yes,26-35
1211,31,Sales,Sales Representative,Male,Married,Human Resources,2,Travel_Rarely,2,1,0,0,4194,14,3,4,1,1,2,3,No,3,0,15,18,No,26-35
1212,26,Research & Development,Healthcare Representative,Female,Single,Life Sciences,2,Travel_Frequently,8,4,10,4,5792,21,2,2,3,1,3,3,No,5,0,15,17,No,26-35
1213,57,Research & Development,Research Scientist,Male,Married,Medical,2,Travel_Rarely,3,1,6,2,7109,18,1,3,3,3,2,3,No,0,5,11,21,No,55+
1214,19,Research & Development,Manager,Female,Single,Human Resources,1,Travel_Rarely,4,3,0,3,8822,18,1,4,1,3,3,3,No,1,5,18,7,No,18-25
1215,42,Sales,Sales Executive,Female,Married,Medical,1,Travel_Frequently,10,8,9,4,6446,25,3,3,2,1,3,3,No,0,3,16,10,Yes,36-45
1216,56,Research & Development,Research Director,Male,Single,Medical,5,Travel_Rarely,1,0,9,0,10025,19,1,1,1,3,2,4,Yes,3,2,6,9,Yes,55+
1217,26,Research & Development,Healthcare Representative,Female,Divorced,Marketing,4,Travel_Rarely,2,0,3,1,4461,13,1,2,2,2,1,3,No,2,8,11,28,Yes,26-35
1218,39,Human Resources,Manager,Male,Divorced,Life Sciences,1,Non-Travel,8,5,10,4,12480,11,0,4,2,1,1,3,No,3,5,20,28,No,36-45
1219,60,Research & Development,Manager,Female,Married,Life Sciences,5,Travel_Rarely,5,4,13,3,9964,19,2,3,1,3,2,3,No,6,0,15,13,No,55+
1220,21,Research & Development,Healthcare Representative,Male,Married,Other,3,Travel_Rarely,0,0,2,0,6123,11,0,2,1,1,4,3,Yes,6,2,5,18,No,18-25
1221,43,Research & Development,Manufacturing Director,Female,Divorced,Marketing,4,Travel_Rarely,3,2,10,2,9619,13,3,3,1,3,2,3,No,4,0,11,12,No,36-45
1222,46,Research & Development,Research Director,Female,Married,Medical,1,Travel_Rarely,5,4,2,3,9665,13,0,1,2,1,2,3,No,5,2,9,8,No,46-55
1223,51,Research & Development,Manager,Male,Single,Life Sciences,3,Travel_Rarely,14,10,11,10,11236,19,3,2,4,4,4,3,No,5,1,18,23,Yes,46-55
1224,40,Research & Development,Laboratory Technician,Male,Married,Life Sciences,5,Travel_Rarely,1,0,0,0,4230,25,1,2,4,2,2,3,No,5,4,2,18,No,36-45
1225,54,Research & Development,Healthcare Representative,Female,Divorced,Life Sciences,1,Travel_Rarely,9,6,3,2,5368,11,0,1,1,3,2,3,No,4,2,14,5,Yes,46-55
1226,28,Research & Development,Research Director,Female,Married,Medical,1,Travel_Rarely,0,0,13,0,11344,17,1,1,1,4,4,3,Yes,4,6,13,7,No,26-35
1227,23,Research & Development,Manager,Male,Married,Marketing,3,Travel_Rarely,1,0,0,0,11288,12,2,4,3,1,4,3,Yes,2,7,12,15,No,18-25
1228,35,Sales,Sales Representative,Female,Divorced,Medical,1,Travel_Rarely,1,0,13,0,3199,17,1,1,3,4,1,3,No,5,6,12,3,No,26-35
1229,38,Sales,Sales Executive,Male,Divorced,Technical Degree,2,Non-Travel,12,6,12,5,4997,25,2,1,3,2,3,3,No,3,1,23,18,No,36-45
1230,59,Sales,Sales Executive,Male,Divorced,Life Sciences,1,Travel_Rarely,1,0,12,0,4326,25,1,3,1,3,3,3,Yes,4,9,6,6,Yes,55+
1231,53,Sales,Sales Executive,Male,Single,Life Sciences,4,Travel_Rarely,9,6,7,4,5806,11,0,2,4,3,1,3,No,3,9,14,26,No,46-55
1232,58,Research & Development,Healthcare Representative,Male,Married,Life Sciences,3,Non-Travel,3,2,14,1,6658,23,0,3,4,1,1,4,No,1,6,6,29,Yes,55+
1233,55,Research & Development,Manager,Female,Married,Medical,4,Travel_Rarely,40,36,14,28,10498,20,1,1,1,2,3,3,Yes,5,9,40,6,No,46-55
1234,51,Research & Development,Manager,Male,Married,Life Sciences,5,Travel_Rarely,10,4,0,7,8170,20,3,4,1,4,1,3,No,4,2,24,27,No,46-55
1235,34,Research & Development,Healthcare Representative,Female,Married,Other,4,Travel_Rarely,8,3,11,2,5864,18,3,3,2,1,2,3,Yes,4,6,14,20,Yes,26-35
1236,54,Human Resources,Human Resources,Male,Single,Life Sciences,2,Travel_Rarely,12,9,13,4,5203,20,2,3,2,3,1,3,Yes,2,0,26,1,No,46-55
1237,42,Research & Development,Manufacturing Director,Male,Divorced,Human Resources,2,Travel_Rarely,6,2,5,3,7853,23,2,2,4,4,1,3,No,3,1,14,21,No,36-45
1238,55,Research & Development,Healthcare Representative,Male,Married,Medical,4,Travel_Rarely,11,6,6,3,6757,20,1,2,3,1,1,3,No,2,9,11,17,Yes,46-55
1239,29,Research & Development,Research Director,Male,Single,Other,5,Travel_Rarely,1,0,14,0,12072,12,0,2,4,4,1,3,Yes,2,0,3,11,Yes,26-35
1240,40,Research & Development,Manager,Male,Married,Medical,1,Non-Travel,0,0,9,0,7317,13,2,4,2,4,3,3,No,3,8,9,27,No,36-45
1241,59,Sales,Sales Representative,Male,Single,Human Resources,2,Travel_Frequently,5,3,13,1,3302,24,1,4,4,1,4,3,Yes,1,1,19,24,Yes,55+
1242,39,Research & Development,Manager,Male,Married,Life Sciences,4,Travel_Rarely,3,2,11,0,10131,18,2,1,2,4,3,3,Yes,3,1,17,2,No,36-45
1243,38,Human Resources,Human Resources,Male,Single,Marketing,4,Non-Travel,3,1,1,2,4922,13,0,1,2,4,3,3,Yes,1,5,11,25,No,36-45
1244,44,Research & Development,Manager,Male,Married,Human Resources,4,Non-Travel,4,1,3,2,11954,11,2,2,3,2,4,3,Yes,2,6,17,9,No,36-45
1245,48,Sales,Manager,Male,Married,Life Sciences,1,Travel_Rarely,2,0,10,1,10661,19,1,3,3,2,3,3,Yes,1,1,6,19,No,46-55
1246,23,Research & Development,Healthcare Representative,Female,Married,Life Sciences,3,Travel_Rarely,5,3,13,1,5346,18,2,2,2,3,2,4,No,5,3,10,6,No,18-25
1247,44,Research & Development,Healthcare Representative,Female,Married,Medical,5,Non-Travel,0,0,2,0,4736,25,3,1,1,2,4,3,No,1,2,7,25,No,36-45
1248,57,Sales,Sales Representative,Male,Divorced,Human Resources,3,Travel_Rarely,21,12,12,10,4396,14,2,3,3,1,2,3,Yes,1,4,29,7,No,55+
1249,51,Research & Development,Laboratory Technician,Male,Single,Medical,5,Travel_Rarely,15,12,12,9,2957,18,0,1,2,4,3,3,Yes,4,8,22,4,Yes,46-55
1250,29,Research & Development,Laboratory Technician,Male,Single,Medical,5,Non-Travel,16,12,8,13,3895,24,0,4,1,3,3,3,No,4,1,18,3,No,26-35
1251,24,Research & Development,Manufacturing Director,Female,Divorced,Life Sciences,4,Travel_Rarely,2,0,13,0,7269,15,0,2,1,2,4,3,No,6,4,11,2,No,18-25
1252,27,Sales,Sales Executive,Male,Single,Life Sciences,2,Travel_Rarely,4,3,6,2,4273,13,0,2,4,4,3,3,No,2,7,4,10,Yes,26-35
1253,34,Research & Development,Manager,Male,Divorced,Technical Degree,4,Travel_Rarely,18,17,1,4,8555,11,1,3,4,1,1,4,Yes,3,5,28,10,No,26-35
1254,43,Research & Development,Healthcare Representative,Male,Divorced,Life Sciences,1,Travel_Rarely,13,7,10,7,5048,23,2,2,3,4,2,3,No,1,3,25,17,No,36-45
1255,38,Research & Development,Manager,Male,Married,Medical,5,Non-Travel,9,4,11,3,10694,20,2,1,1,1,2,3,No,5,9,20,27,No,36-45
1256,45,Sales,Manager,Male,Divorced,Human Resources,2,Travel_Rarely,3,2,5,2,8068,15,2,1,3,4,1,3,Yes,4,7,15,16,Yes,36-45
1257,19,Research & Development,Research Director,Female,Single,Life Sciences,5,Non-Travel,4,1,8,1,12902,21,2,4,2,3,4,3,No,3,2,8,26,No,18-25
1258,60,Research & Development,Research Director,Male,Single,Medical,5,Travel_Rarely,9,6,11,5,10759,16,1,1,3,3,4,3,No,5,3,15,27,Yes,55+
1259,18,Research & Development,Manufacturing Director,Female,Married,Life Sciences,4,Travel_Rarely,1,0,2,0,8756,14,0,3,1,2,1,3,Yes,1,8,2,1,No,18-25
1260,53,Research & Development,Healthcare Representative,Male,Married,Medical,2,Travel_Rarely,5,3,13,4,5516,17,2,1,4,2,1,3,No,3,4,5,12,No,46-55
1261,43,Sales,Manager,Male,Divorced,Life Sciences,2,Travel_Rarely,10,7,14,5,10259,13,2,4,3,4,2,3,No,6,5,13,20,Yes,36-45
1262,46,Research & Development,Manufacturing Director,Female,Single,Marketing,5,Travel_Rarely,7,5,10,3,6507,17,0,4,4,4,1,3,No,5,1,9,20,No,46-55
1263,38,Sales,Sales Executive,Male,Married,Life Sciences,2,Travel_Rarely,3,0,5,0,6970,24,3,2,3,2,1,3,No,0,8,6,25,Yes,36-45
