Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CG-11204,254,40,44179.43,1,5,5,3.6666666666666665,At Risk
CG-11205,49,38,18460.850000000002,5,5,2,4.0,Needs Attention
CG-11206,39,41,31501.35,5,5,4,4.666666666666667,Champions
CG-11207,126,33,15291.48,3,3,1,2.3333333333333335,Needs Attention
CG-11208,73,27,16916.36,4,2,1,2.3333333333333335,New Customers
CG-11209,57,26,11330.34,5,1,1,2.3333333333333335,New Customers
CG-11210,212,25,15164.8,1,1,1,1.0,Lost
CG-11211,116,34,18192.79,3,4,2,3.0,Needs Attention
CG-11212,158,33,34880.17,2,3,5,3.3333333333333335,At Risk
CG-11213,32,27,20524.21,5,2,2,3.0,New Customers
CG-11214,135,38,26371.0,3,5,3,3.6666666666666665,Loyal Customers
CG-11215,108,31,23100.52,3,3,3,3.0,Loyal Customers
CG-11216,154,36,29347.52,2,4,4,3.3333333333333335,At Risk
CG-11217,107,25,16445.75,3,1,1,1.6666666666666667,Needs Attention
CG-11218,40,35,20639.95,5,4,2,3.6666666666666665,Needs Attention
CG-11219,266,31,18483.83,1,3,2,2.0,Needs Attention
CG-11220,64,36,21280.17,5,4,2,3.6666666666666665,Needs Attention
CG-11221,208,30,20981.41,1,2,2,1.6666666666666667,Lost
CG-11222,128,32,24485.46,3,3,3,3.0,Loyal Customers
CG-11223,129,31,25635.46,3,3,3,3.0,Loyal Customers
CG-11224,30,29,16672.39,5,2,1,2.6666666666666665,New Customers
CG-11225,153,36,33111.84,2,4,5,3.6666666666666665,At Risk
CG-11226,144,30,29543.48,2,2,4,2.6666666666666665,Needs Attention
CG-11227,191,28,12405.36,1,2,1,1.3333333333333333,Lost
CG-11228,37,28,21899.92,5,2,3,3.3333333333333335,New Customers
CG-11229,140,37,15988.45,2,5,1,2.6666666666666665,Needs Attention
CG-11230,104,40,43346.56,3,5,5,4.333333333333333,Loyal Customers
CG-11231,141,29,28892.26,2,2,4,2.6666666666666665,Needs Attention
CG-11232,107,37,18435.7,3,5,2,3.3333333333333335,Needs Attention
CG-11233,46,35,18729.78,5,4,2,3.6666666666666665,Needs Attention
CG-11234,111,32,18536.010000000002,3,3,2,2.6666666666666665,Needs Attention
CG-11235,35,35,13781.19,5,4,1,3.3333333333333335,Needs Attention
CG-11236,133,36,23000.62,3,4,3,3.3333333333333335,Loyal Customers
CG-11237,164,31,14924.9,2,3,1,2.0,Needs Attention
CG-11238,155,39,20373.420000000002,2,5,2,3.0,Needs Attention
CG-11239,119,41,31352.32,3,5,4,4.0,Loyal Customers
CG-11240,243,35,47254.62,1,4,5,3.3333333333333335,At Risk
CG-11241,157,23,15435.96,2,1,1,1.3333333333333333,Needs Attention
CG-11242,203,25,20983.77,1,1,2,1.3333333333333333,Lost
CG-11243,80,30,10887.67,4,2,1,2.3333333333333335,New Customers
CG-11244,77,21,15725.89,4,1,1,2.0,New Customers
CG-11245,231,32,53775.119999999995,1,3,5,3.0,At Risk
CG-11246,90,27,13405.32,4,2,1,2.3333333333333335,New Customers
CG-11247,138,46,39168.12,2,5,5,4.0,At Risk
CG-11248,97,33,37744.53,4,3,5,4.0,Loyal Customers
CG-11249,179,27,23314.05,1,2,3,2.0,Lost
CG-11250,44,20,15829.92,5,1,1,2.3333333333333335,New Customers
CG-11251,19,29,11227.75,5,2,1,2.6666666666666665,New Customers
CG-11252,106,30,16216.65,3,2,1,2.0,Needs Attention
CG-11253,92,31,15393.98,4,3,1,2.6666666666666665,Needs Attention
CG-11254,88,39,30520.06,4,5,4,4.333333333333333,Champions
CG-11255,49,35,26882.84,5,4,4,4.333333333333333,Champions
CG-11256,167,29,42359.04,2,2,5,3.0,Needs Attention
CG-11257,122,31,34927.14,3,3,5,3.6666666666666665,Loyal Customers
CG-11258,88,30,42091.229999999996,4,2,5,3.6666666666666665,New Customers
CG-11259,131,30,27476.88,3,2,4,3.0,Potential Loyalists
CG-11260,81,34,15803.51,4,4,1,3.0,Needs Attention
CG-11261,283,35,65366.630000000005,1,4,5,3.3333333333333335,At Risk
CG-11262,85,30,32238.64,4,2,4,3.3333333333333335,New Customers
CG-11263,173,37,19682.420000000002,2,5,2,3.0,Needs Attention
CG-11264,136,31,22301.24,3,3,3,3.0,Loyal Customers
CG-11265,149,26,24954.12,2,1,3,2.0,Needs Attention
CG-11266,113,38,43880.35,3,5,5,4.333333333333333,Loyal Customers
CG-11267,186,35,37383.71,1,4,5,3.3333333333333335,At Risk
CG-11268,146,30,13730.279999999999,2,2,1,1.6666666666666667,Needs Attention
CG-11269,26,33,28875.36,5,3,4,4.0,Loyal Customers
CG-11270,138,31,7298.49,2,3,1,2.0,Needs Attention
CG-11271,178,28,27513.79,1,2,4,2.3333333333333335,Lost
CG-11272,174,37,26402.350000000002,2,5,3,3.3333333333333335,At Risk
CG-11273,235,29,18150.03,1,2,2,1.6666666666666667,Lost
CG-11274,72,33,19652.44,4,3,2,3.0,Needs Attention
CG-11275,40,24,15330.689999999999,5,1,1,2.3333333333333335,New Customers
CG-11276,42,23,7348.4800000000005,5,1,1,2.3333333333333335,New Customers
CG-11277,130,31,18895.88,3,3,2,2.6666666666666665,Needs Attention
CG-11278,69,34,20284.14,4,4,2,3.3333333333333335,Needs Attention
CG-11279,153,35,20834.09,2,4,2,2.6666666666666665,Needs Attention
CG-11280,98,28,20971.0,4,2,2,2.6666666666666665,New Customers
CG-11281,200,26,17017.260000000002,1,1,1,1.0,Lost
CG-11282,23,30,41350.41,5,2,5,4.0,New Customers
CG-11283,120,38,27422.63,3,5,4,4.0,Loyal Customers
CG-11284,95,30,25065.82,4,2,3,3.0,New Customers
CG-11285,182,29,25531.37,1,2,3,2.0,Lost
CG-11286,98,36,23378.829999999998,4,4,3,3.6666666666666665,Loyal Customers
CG-11287,30,33,18584.3,5,3,2,3.3333333333333335,Needs Attention
CG-11288,233,29,21952.46,1,2,3,2.0,Lost
CG-11289,117,37,19552.15,3,5,2,3.3333333333333335,Needs Attention
CG-11290,231,27,22858.05,1,2,3,2.0,Lost
CG-11291,125,37,20730.4,3,5,2,3.3333333333333335,Needs Attention
CG-11292,71,32,25918.17,4,3,3,3.3333333333333335,Loyal Customers
CG-11293,238,32,14132.41,1,3,1,1.6666666666666667,Needs Attention
CG-11294,44,33,21041.68,5,3,2,3.3333333333333335,Needs Attention
CG-11295,93,30,29483.059999999998,4,2,4,3.3333333333333335,New Customers
CG-11296,109,37,16243.3,3,5,1,3.0,Needs Attention
CG-11297,96,22,18603.72,4,1,2,2.3333333333333335,New Customers
CG-11298,266,22,13342.880000000001,1,1,1,1.0,Lost
CG-11299,212,26,28217.4,1,1,4,2.0,Lost
CG-11300,173,32,33760.2,2,3,5,3.3333333333333335,At Risk
CG-11301,67,29,25813.12,5,2,3,3.3333333333333335,New Customers
CG-11302,330,39,39824.31,1,5,5,3.6666666666666665,At Risk
CG-11303,61,32,23156.079999999998,5,3,3,3.6666666666666665,Loyal Customers
CG-11304,162,42,31917.64,2,5,4,3.6666666666666665,At Risk
CG-11305,151,33,41855.62,2,3,5,3.3333333333333335,At Risk
CG-11306,146,25,15494.64,2,1,1,1.3333333333333333,Needs Attention
CG-11307,185,32,36551.42,1,3,5,3.0,At Risk
CG-11308,72,33,28270.14,4,3,4,3.6666666666666665,Loyal Customers
CG-11309,119,30,22673.73,3,2,3,2.6666666666666665,Needs Attention
CG-11310,190,23,9258.1,1,1,1,1.0,Lost
CG-11311,176,34,18663.05,2,4,2,2.6666666666666665,Needs Attention
CG-11312,90,29,45833.369999999995,4,2,5,3.6666666666666665,New Customers
CG-11313,67,33,28054.9,5,3,4,4.0,Loyal Customers
CG-11314,110,32,22108.04,3,3,3,3.0,Loyal Customers
CG-11315,188,26,18404.89,1,1,2,1.3333333333333333,Lost
CG-11316,122,32,19950.49,3,3,2,2.6666666666666665,Needs Attention
CG-11317,166,33,39550.659999999996,2,3,5,3.3333333333333335,At Risk
CG-11318,118,35,23323.88,3,4,3,3.3333333333333335,Loyal Customers
CG-11319,83,39,18285.46,4,5,2,3.6666666666666665,Needs Attention
CG-11320,152,36,37239.67,2,4,5,3.6666666666666665,At Risk
CG-11321,186,34,37655.1,1,4,5,3.3333333333333335,At Risk
CG-11322,137,39,67563.13,2,5,5,4.0,At Risk
CG-11323,86,30,19613.2,4,2,2,2.6666666666666665,New Customers
CG-11324,177,42,48264.1,2,5,5,4.0,At Risk
CG-11325,160,26,22341.89,2,1,3,2.0,Needs Attention
CG-11326,139,23,20243.86,2,1,2,1.6666666666666667,Needs Attention
CG-11327,134,27,20303.29,3,2,2,2.3333333333333335,Needs Attention
CG-11328,98,32,48619.9,4,3,5,4.0,Loyal Customers
CG-11329,154,27,11308.62,2,2,1,1.6666666666666667,Needs Attention
CG-11330,156,32,11755.4,2,3,1,2.0,Needs Attention
CG-11331,105,41,47605.229999999996,3,5,5,4.333333333333333,Loyal Customers
CG-11332,77,34,25213.91,4,4,3,3.6666666666666665,Loyal Customers
CG-11333,143,36,21169.09,2,4,2,2.6666666666666665,Needs Attention
CG-11334,86,25,11886.95,4,1,1,2.0,New Customers
CG-11335,74,36,32556.04,4,4,4,4.0,Champions
CG-11336,146,25,19555.56,2,1,2,1.6666666666666667,Needs Attention
CG-11337,133,27,23377.65,3,2,3,2.6666666666666665,Needs Attention
CG-11338,83,29,31039.23,4,2,4,3.3333333333333335,New Customers
CG-11339,144,31,30880.510000000002,2,3,4,3.0,At Risk
CG-11340,132,34,24875.65,3,4,3,3.3333333333333335,Loyal Customers
CG-11341,60,30,25839.02,5,2,3,3.3333333333333335,New Customers
CG-11342,141,46,43329.23,2,5,5,4.0,At Risk
CG-11343,170,28,45246.85,2,2,5,3.0,Needs Attention
CG-11344,177,35,21409.48,2,4,2,2.6666666666666665,Needs Attention
CG-11345,104,33,11194.71,3,3,1,2.3333333333333335,Needs Attention
CG-11346,4,36,35162.81,5,4,5,4.666666666666667,Champions
CG-11347,181,29,35488.96,1,2,5,2.6666666666666665,Lost
CG-11348,39,39,34616.13,5,5,5,5.0,Champions
CG-11349,66,29,16889.81,5,2,1,2.6666666666666665,New Customers
CG-11350,138,25,24538.19,2,1,3,2.0,Needs Attention
CG-11351,12,37,39203.18,5,5,5,5.0,Champions
CG-11352,127,31,19116.09,3,3,2,2.6666666666666665,Needs Attention
CG-11353,110,27,19745.31,3,2,2,2.3333333333333335,Needs Attention
CG-11354,158,29,20052.14,2,2,2,2.0,Needs Attention
CG-11355,187,36,35228.77,1,4,5,3.3333333333333335,At Risk
CG-11356,156,26,10865.880000000001,2,1,1,1.3333333333333333,Needs Attention
CG-11357,159,35,36800.81,2,4,5,3.6666666666666665,At Risk
CG-11358,186,35,23472.51,1,4,3,2.6666666666666665,At Risk
CG-11359,178,28,14712.81,1,2,1,1.3333333333333333,Lost
CG-11360,36,39,30561.79,5,5,4,4.666666666666667,Champions
CG-11361,165,35,37593.58,2,4,5,3.6666666666666665,At Risk
CG-11362,114,34,21909.38,3,4,3,3.3333333333333335,Loyal Customers
CG-11363,162,27,18914.03,2,2,2,2.0,Needs Attention
CG-11364,53,29,15085.5,5,2,1,2.6666666666666665,New Customers
CG-11365,172,25,28230.38,2,1,4,2.3333333333333335,Needs Attention
CG-11366,173,26,16210.62,2,1,1,1.3333333333333333,Needs Attention
CG-11367,68,33,32957.28,4,3,4,3.6666666666666665,Loyal Customers
CG-11368,146,44,24540.21,2,5,3,3.3333333333333335,At Risk
CG-11369,156,45,31735.84,2,5,4,3.6666666666666665,At Risk
CG-11370,95,28,20157.31,4,2,2,2.6666666666666665,New Customers
CG-11371,87,26,38740.52,4,1,5,3.3333333333333335,New Customers
CG-11372,102,26,23574.489999999998,4,1,3,2.6666666666666665,New Customers
CG-11373,87,35,31400.780000000002,4,4,4,4.0,Champions
CG-11374,84,32,35325.64,4,3,5,4.0,Loyal Customers
CG-11375,192,26,10230.94,1,1,1,1.0,Lost
CG-11376,49,27,13837.6,5,2,1,2.6666666666666665,New Customers
CG-11377,96,36,43225.12,4,4,5,4.333333333333333,Champions
CG-11378,80,26,24266.329999999998,4,1,3,2.6666666666666665,New Customers
CG-11379,201,29,21530.04,1,2,2,1.6666666666666667,Lost
CG-11380,61,25,27881.39,5,1,4,3.3333333333333335,New Customers
CG-11381,147,20,24696.75,2,1,3,2.0,Needs Attention
CG-11382,202,28,20545.399999999998,1,2,2,1.6666666666666667,Lost
CG-11383,93,41,36520.79,4,5,5,4.666666666666667,Champions
CG-11384,133,42,44433.5,3,5,5,4.333333333333333,Loyal Customers
CG-11385,123,39,33974.15,3,5,5,4.333333333333333,Loyal Customers
CG-11386,67,39,21015.77,5,5,2,4.0,Needs Attention
CG-11387,214,30,32745.489999999998,1,2,4,2.3333333333333335,Lost
CG-11388,98,30,25857.61,4,2,3,3.0,New Customers
CG-11389,123,31,30099.55,3,3,4,3.3333333333333335,Loyal Customers
CG-11390,124,32,28480.42,3,3,4,3.3333333333333335,Loyal Customers
CG-11391,136,29,17994.58,3,2,2,2.3333333333333335,Needs Attention
CG-11392,195,33,24625.629999999997,1,3,3,2.3333333333333335,At Risk
CG-11393,283,27,13064.22,1,2,1,1.3333333333333333,Lost
CG-11394,76,32,16849.62,4,3,1,2.6666666666666665,Needs Attention
CG-11395,140,34,27338.239999999998,2,4,4,3.3333333333333335,At Risk
CG-11396,247,32,22224.79,1,3,3,2.3333333333333335,At Risk
CG-11397,238,36,16693.56,1,4,1,2.0,Needs Attention
CG-11398,81,39,44409.32,4,5,5,4.666666666666667,Champions
CG-11399,152,39,24827.85,2,5,3,3.3333333333333335,At Risk
CG-11400,140,28,15110.9,2,2,1,1.6666666666666667,Needs Attention
CG-11401,157,35,39495.770000000004,2,4,5,3.6666666666666665,At Risk
CG-11402,80,28,14028.119999999999,4,2,1,2.3333333333333335,New Customers
CG-11403,246,31,22106.87,1,3,3,2.3333333333333335,At Risk
CG-11404,99,33,20561.42,4,3,2,3.0,Needs Attention
CG-11405,134,31,29522.44,3,3,4,3.3333333333333335,Loyal Customers
CG-11406,126,25,10611.28,3,1,1,1.6666666666666667,Needs Attention
CG-11407,284,29,16116.66,1,2,1,1.3333333333333333,Lost
CG-11408,50,43,36039.840000000004,5,5,5,5.0,Champions
CG-11409,179,24,40371.83,1,1,5,2.3333333333333335,Lost
CG-11410,204,26,12869.25,1,1,1,1.0,Lost
CG-11411,39,31,32332.75,5,3,4,4.0,Loyal Customers
CG-11412,132,43,27190.34,3,5,4,4.0,Loyal Customers
CG-11413,58,38,20596.03,5,5,2,4.0,Needs Attention
CG-11414,54,33,31767.08,5,3,4,4.0,Loyal Customers
CG-11415,133,26,15738.23,3,1,1,1.6666666666666667,Needs Attention
CG-11416,221,25,26419.35,1,1,3,1.6666666666666667,Lost
CG-11417,72,39,29271.71,4,5,4,4.333333333333333,Champions
CG-11418,179,33,22571.71,1,3,3,2.3333333333333335,At Risk
CG-11419,118,39,36826.19,3,5,5,4.333333333333333,Loyal Customers
CG-11420,191,21,26355.86,1,1,3,1.6666666666666667,Lost
CG-11421,258,32,25234.4,1,3,3,2.3333333333333335,At Risk
CG-11422,72,34,29550.17,4,4,4,4.0,Champions
CG-11423,195,36,16964.77,1,4,1,2.0,Needs Attention
CG-11424,75,31,20946.260000000002,4,3,2,3.0,Needs Attention
CG-11425,151,45,39804.92,2,5,5,4.0,At Risk
CG-11426,109,26,14835.91,3,1,1,1.6666666666666667,Needs Attention
CG-11427,105,29,32307.670000000002,3,2,4,3.0,Potential Loyalists
CG-11428,104,39,35805.92,3,5,5,4.333333333333333,Loyal Customers
CG-11429,267,25,9789.18,1,1,1,1.0,Lost
CG-11430,72,36,36159.77,4,4,5,4.333333333333333,Champions
CG-11431,69,22,19927.0,4,1,2,2.3333333333333335,New Customers
CG-11432,59,33,32381.05,5,3,4,4.0,Loyal Customers
CG-11433,70,31,21659.73,4,3,2,3.0,Needs Attention
CG-11434,202,28,22088.739999999998,1,2,3,2.0,Lost
CG-11435,102,33,27212.940000000002,4,3,4,3.6666666666666665,Loyal Customers
CG-11436,196,28,19123.899999999998,1,2,2,1.6666666666666667,Lost
CG-11437,93,38,33804.86,4,5,5,4.666666666666667,Champions
CG-11438,221,28,62637.54,1,2,5,2.6666666666666665,Lost
CG-11439,102,19,25289.69,4,1,3,2.6666666666666665,New Customers
CG-11440,149,40,28584.51,2,5,4,3.6666666666666665,At Risk
CG-11441,114,34,31287.37,3,4,4,3.6666666666666665,Loyal Customers
CG-11442,212,25,17149.31,1,1,1,1.0,Lost
CG-11443,112,25,7504.46,3,1,1,1.6666666666666667,Needs Attention
CG-11444,93,33,14019.72,4,4,1,3.0,Needs Attention
CG-11445,94,35,19030.13,4,4,2,3.3333333333333335,Needs Attention
CG-11446,78,30,36977.56,4,2,5,3.6666666666666665,New Customers
CG-11447,53,33,28601.739999999998,5,4,4,4.333333333333333,Champions
CG-11448,162,23,18802.91,2,1,2,1.6666666666666667,Needs Attention
CG-11449,63,33,22230.87,5,4,3,4.0,Loyal Customers
CG-11450,122,38,55511.62,3,5,5,4.333333333333333,Loyal Customers
CG-11451,30,34,25261.95,5,4,3,4.0,Loyal Customers
CG-11452,70,38,27158.01,4,5,4,4.333333333333333,Champions
CG-11453,24,36,13367.1,5,4,1,3.3333333333333335,Needs Attention
CG-11454,206,32,14569.18,1,3,1,1.6666666666666667,Needs Attention
CG-11455,66,44,21578.21,5,5,2,4.0,Needs Attention
CG-11456,33,32,29401.56,5,3,4,4.0,Loyal Customers
CG-11457,30,34,23867.0,5,4,3,4.0,Loyal Customers
CG-11458,53,34,19760.73,5,4,2,3.6666666666666665,Needs Attention
CG-11459,57,36,27100.52,5,4,4,4.333333333333333,Champions
CG-11460,159,38,20784.18,2,5,2,3.0,Needs Attention
CG-11461,102,39,25726.43,4,5,3,4.0,Loyal Customers
CG-11462,142,30,13260.19,2,2,1,1.6666666666666667,Needs Attention
CG-11463,143,36,28428.93,2,4,4,3.3333333333333335,At Risk
CG-11464,131,31,33783.14,3,3,5,3.6666666666666665,Loyal Customers
CG-11465,60,30,27732.239999999998,5,2,4,3.6666666666666665,New Customers
CG-11466,196,24,12860.81,1,1,1,1.0,Lost
CG-11467,186,31,21723.07,1,3,2,2.0,Needs Attention
CG-11468,114,37,19570.12,3,5,2,3.3333333333333335,Needs Attention
CG-11469,171,37,18406.93,2,5,2,3.0,Needs Attention
CG-11470,55,30,28062.64,5,2,4,3.6666666666666665,New Customers
CG-11471,166,31,16952.92,2,3,1,2.0,Needs Attention
CG-11472,206,33,26393.09,1,4,3,2.6666666666666665,At Risk
CG-11473,229,51,30942.71,1,5,4,3.3333333333333335,At Risk
CG-11474,109,26,21150.75,3,1,2,2.0,Needs Attention
CG-11475,226,32,18849.32,1,3,2,2.0,Needs Attention
CG-11476,98,34,19368.22,4,4,2,3.3333333333333335,Needs Attention
CG-11477,161,35,24531.35,2,4,3,3.0,At Risk
CG-11478,244,24,12043.22,1,1,1,1.0,Lost
CG-11479,182,37,25743.55,1,5,3,3.0,At Risk
CG-11480,125,33,37371.23,3,4,5,4.0,Loyal Customers
CG-11481,195,32,13876.28,1,3,1,1.6666666666666667,Needs Attention
CG-11482,119,25,13905.16,3,1,1,1.6666666666666667,Needs Attention
CG-11483,88,31,27627.66,4,3,4,3.6666666666666665,Loyal Customers
CG-11484,185,35,21276.46,1,4,2,2.3333333333333335,Needs Attention
CG-11485,58,32,23262.29,5,3,3,3.6666666666666665,Loyal Customers
CG-11486,119,21,19878.25,3,1,2,2.0,Needs Attention
CG-11487,21,34,24998.16,5,4,3,4.0,Loyal Customers
CG-11488,78,29,19023.04,4,2,2,2.6666666666666665,New Customers
CG-11489,52,33,13724.92,5,4,1,3.3333333333333335,Needs Attention
CG-11490,112,38,27261.16,3,5,4,4.0,Loyal Customers
CG-11491,56,25,36367.659999999996,5,1,5,3.6666666666666665,New Customers
CG-11492,154,41,24273.12,2,5,3,3.3333333333333335,At Risk
CG-11493,215,34,22484.6,1,4,3,2.6666666666666665,At Risk
CG-11494,111,39,24608.37,3,5,3,3.6666666666666665,Loyal Customers
CG-11495,86,39,25240.73,4,5,3,4.0,Loyal Customers
CG-11496,186,30,33610.05,1,2,5,2.6666666666666665,Lost
CG-11497,135,30,44455.92,3,2,5,3.3333333333333335,Potential Loyalists
CG-11498,134,35,26853.57,3,4,4,3.6666666666666665,Loyal Customers
CG-11499,185,26,41972.97,1,1,5,2.3333333333333335,Lost
CG-11500,181,25,17950.98,1,1,2,1.3333333333333333,Lost
CG-11501,333,27,29360.79,1,2,4,2.3333333333333335,Lost
CG-11502,46,39,39750.47,5,5,5,5.0,Champions
CG-11503,143,29,42945.94,2,2,5,3.0,Needs Attention
CG-11504,247,25,21798.54,1,1,2,1.3333333333333333,Lost
CG-11505,219,22,10570.43,1,1,1,1.0,Lost
CG-11506,62,36,36252.25,5,4,5,4.666666666666667,Champions
CG-11507,222,29,11926.59,1,2,1,1.3333333333333333,Lost
CG-11508,84,25,21950.11,4,1,3,2.6666666666666665,New Customers
CG-11509,122,36,25894.76,3,4,3,3.3333333333333335,Loyal Customers
CG-11510,155,32,21507.79,2,3,2,2.3333333333333335,Needs Attention
CG-11511,165,31,16318.1,2,3,1,2.0,Needs Attention
CG-11512,170,29,16798.39,2,2,1,1.6666666666666667,Needs Attention
CG-11513,213,26,24138.75,1,1,3,1.6666666666666667,Lost
CG-11514,162,38,22019.13,2,5,3,3.3333333333333335,At Risk
CG-11515,185,19,8784.39,1,1,1,1.0,Lost
CG-11516,152,34,45686.26,2,4,5,3.6666666666666665,At Risk
CG-11517,72,32,35223.5,4,3,5,4.0,Loyal Customers
CG-11518,140,31,34878.4,2,3,5,3.3333333333333335,At Risk
CG-11519,115,37,15529.99,3,5,1,3.0,Needs Attention
CG-11520,202,28,27788.92,1,2,4,2.3333333333333335,Lost
CG-11521,124,44,43517.19,3,5,5,4.333333333333333,Loyal Customers
CG-11522,191,37,27188.55,1,5,4,3.3333333333333335,At Risk
CG-11523,226,28,14404.16,1,2,1,1.3333333333333333,Lost
CG-11524,113,35,20599.14,3,4,2,3.0,Needs Attention
CG-11525,66,30,13093.880000000001,5,2,1,2.6666666666666665,New Customers
CG-11526,97,26,35377.21,4,1,5,3.3333333333333335,New Customers
CG-11527,43,34,37105.05,5,4,5,4.666666666666667,Champions
CG-11528,230,29,31857.54,1,2,4,2.3333333333333335,Lost
CG-11529,99,27,39774.259999999995,4,2,5,3.6666666666666665,New Customers
CG-11530,59,31,23360.97,5,3,3,3.6666666666666665,Loyal Customers
CG-11531,125,21,12182.02,3,1,1,1.6666666666666667,Needs Attention
CG-11532,68,34,28073.82,4,4,4,4.0,Champions
CG-11533,125,35,22375.04,3,4,3,3.3333333333333335,Loyal Customers
CG-11534,62,31,21672.56,5,3,2,3.3333333333333335,Needs Attention
CG-11535,29,33,23055.63,5,4,3,4.0,Loyal Customers
CG-11536,96,42,16495.39,4,5,1,3.3333333333333335,Needs Attention
CG-11537,103,43,24397.29,3,5,3,3.6666666666666665,Loyal Customers
CG-11538,99,31,16776.58,4,3,1,2.6666666666666665,Needs Attention
CG-11539,70,36,21099.4,4,4,2,3.3333333333333335,Needs Attention
CG-11540,106,46,35726.64,3,5,5,4.333333333333333,Loyal Customers
CG-11541,130,24,11804.720000000001,3,1,1,1.6666666666666667,Needs Attention
CG-11542,199,31,32360.010000000002,1,3,4,2.6666666666666665,At Risk
CG-11543,191,26,13882.46,1,1,1,1.0,Lost
CG-11544,30,33,16940.22,5,4,1,3.3333333333333335,Needs Attention
CG-11545,137,34,40444.87,2,4,5,3.6666666666666665,At Risk
CG-11546,152,22,15655.06,2,1,1,1.3333333333333333,Needs Attention
CG-11547,82,26,19211.420000000002,4,1,2,2.3333333333333335,New Customers
CG-11548,124,34,25927.829999999998,3,4,3,3.3333333333333335,Loyal Customers
CG-11549,82,28,18422.79,4,2,2,2.6666666666666665,New Customers
CG-11550,32,31,18785.93,5,3,2,3.3333333333333335,Needs Attention
CG-11551,33,30,20012.309999999998,5,2,2,3.0,New Customers
CG-11552,140,30,31687.14,2,2,4,2.6666666666666665,Needs Attention
CG-11553,122,33,16734.48,3,4,1,2.6666666666666665,Needs Attention
CG-11554,177,41,21286.3,2,5,2,3.0,Needs Attention
CG-11555,26,35,39509.65,5,4,5,4.666666666666667,Champions
CG-11556,145,33,24943.4,2,4,3,3.0,At Risk
CG-11557,99,34,42376.56,4,4,5,4.333333333333333,Champions
CG-11558,9,34,16059.24,5,4,1,3.3333333333333335,Needs Attention
CG-11559,94,44,20871.2,4,5,2,3.6666666666666665,Needs Attention
CG-11560,38,30,24670.88,5,2,3,3.3333333333333335,New Customers
CG-11561,44,25,15410.6,5,1,1,2.3333333333333335,New Customers
CG-11562,79,28,10193.77,4,2,1,2.3333333333333335,New Customers
CG-11563,128,24,12735.94,3,1,1,1.6666666666666667,Needs Attention
CG-11564,132,39,25669.56,3,5,3,3.6666666666666665,Loyal Customers
CG-11565,45,36,31378.27,5,4,4,4.333333333333333,Champions
CG-11566,138,27,36985.79,2,2,5,3.0,Needs Attention
CG-11567,202,26,7314.59,1,1,1,1.0,Lost
CG-11568,76,27,19970.96,4,2,2,2.6666666666666665,New Customers
CG-11569,262,28,23547.15,1,2,3,2.0,Lost
CG-11570,287,23,29613.57,1,1,4,2.0,Lost
CG-11571,114,41,39683.49,3,5,5,4.333333333333333,Loyal Customers
CG-11572,308,42,33130.97,1,5,5,3.6666666666666665,At Risk
CG-11573,91,31,33925.48,4,3,5,4.0,Loyal Customers
CG-11574,78,26,17601.15,4,1,2,2.3333333333333335,New Customers
CG-11575,53,31,17680.86,5,3,2,3.3333333333333335,Needs Attention
CG-11576,157,33,19173.49,2,4,2,2.6666666666666665,Needs Attention
CG-11577,177,41,28112.27,2,5,4,3.6666666666666665,At Risk
CG-11578,151,33,26191.99,2,4,3,3.0,At Risk
CG-11579,155,36,26388.15,2,4,3,3.0,At Risk
CG-11580,135,40,32641.92,3,5,4,4.0,Loyal Customers
CG-11581,72,36,21986.11,4,4,3,3.6666666666666665,Loyal Customers
CG-11582,19,27,22051.57,5,2,3,3.3333333333333335,New Customers
CG-11583,145,22,10127.65,2,1,1,1.3333333333333333,Needs Attention
CG-11584,202,38,28122.54,1,5,4,3.3333333333333335,At Risk
CG-11585,116,40,25233.42,3,5,3,3.6666666666666665,Loyal Customers
CG-11586,140,46,48335.36,2,5,5,4.0,At Risk
CG-11587,35,39,16045.26,5,5,1,3.6666666666666665,Needs Attention
CG-11588,208,32,19724.72,1,3,2,2.0,Needs Attention
CG-11589,188,24,16109.0,1,1,1,1.0,Lost
